B0,is boyfriend of,G2
B1,is boyfriend of,G3
B2,is boyfriend of,G5
B3,is boyfriend of,G6
B13,is boyfriend of,G7
B4,is boyfriend of,G11
B5,is boyfriend of,G13
B6,is boyfriend of,G19
B9,is boyfriend of,G20
B7,is boyfriend of,G21
B8,is boyfriend of,G22
B16,is boyfriend of,G23
B12,is boyfriend of,G25
B15,is boyfriend of,G26
B10,is boyfriend of,G28
B17,is boyfriend of,G29
B14,is boyfriend of,G30
B18,is boyfriend of,G31
B21,is boyfriend of,G33
B25,is boyfriend of,G34
B28,is boyfriend of,G37
B26,is boyfriend of,G41
B23,is boyfriend of,G42
B20,is boyfriend of,G43
B27,is boyfriend of,G44
B19,is boyfriend of,G45
B24,is boyfriend of,G46
B11,is boyfriend of,G47
B30,is boyfriend of,G48
