B0,6,6,4,109,Generous,single
B1,7,1,4,239,Miser,single
B2,6,5,3,263,Geek,single
B3,2,2,1,247,Generous,single
B4,10,3,4,494,Generous,single
B5,6,2,1,427,Geek,single
B6,9,3,1,433,Geek,single
B7,5,8,4,488,Generous,single
B8,5,6,3,355,Miser,single
B9,7,2,4,405,Generous,single
B10,9,7,2,380,Miser,single
B11,7,3,2,141,Geek,single
B12,3,7,4,132,Generous,single
B13,5,1,2,226,Geek,single
B14,5,6,3,340,Generous,single
B15,4,5,3,296,Miser,single
B16,3,9,3,339,Miser,single
B17,4,5,1,274,Miser,single
B18,9,4,3,353,Miser,single
B19,1,7,1,388,Generous,single
B20,6,5,3,459,Miser,single
B21,5,8,1,333,Geek,single
B22,6,9,1,245,Miser,single
B23,2,7,4,279,Generous,single
B24,6,5,3,357,Generous,single
B25,9,10,4,118,Generous,single
B26,7,9,3,298,Geek,single
B27,4,8,3,290,Geek,single
B28,5,10,2,224,Miser,single
B29,1,1,3,265,Generous,single
B30,3,1,1,438,Geek,single
B31,10,1,3,365,Miser,single
B32,1,10,4,375,Miser,single
B33,7,10,3,335,Miser,single
B34,5,3,2,490,Miser,single
B35,1,4,3,318,Geek,single
B36,4,9,4,366,Miser,single
B37,4,1,1,215,Generous,single
B38,8,5,3,317,Miser,single
B39,7,4,1,322,Miser,single
B40,9,9,1,308,Geek,single
B41,9,4,2,445,Geek,single
B42,4,2,1,420,Geek,single
B43,7,7,4,145,Generous,single
B44,8,9,2,288,Generous,single
B45,6,9,2,182,Generous,single
B46,4,9,1,380,Miser,single
B47,7,10,2,220,Geek,single
B48,5,7,1,311,Generous,single
B49,7,3,3,401,Miser,single
B50,5,10,2,172,Generous,single
B51,8,3,1,241,Generous,single
B52,2,4,4,195,Miser,single
B53,6,1,2,486,Generous,single
B54,1,8,2,183,Miser,single
B55,5,5,2,100,Geek,single
B56,1,7,4,331,Generous,single
B57,10,1,4,377,Generous,single
B58,6,1,2,470,Miser,single
B59,10,8,4,295,Miser,single
B60,2,4,1,432,Geek,single
B61,8,3,3,214,Generous,single
B62,3,4,4,177,Generous,single
B63,3,3,1,321,Generous,single
B64,3,9,3,397,Generous,single
B65,4,2,3,420,Miser,single
B66,1,6,1,341,Geek,single
B67,8,10,2,361,Miser,single
B68,6,8,1,405,Generous,single
B69,8,10,2,437,Geek,single
