B0,4,1,3,178,Generous,single
B1,3,4,3,450,Miser,single
B2,5,6,4,495,Geek,single
B3,7,9,3,206,Miser,single
B4,9,8,2,438,Generous,single
B5,7,3,3,250,Miser,single
B6,7,7,2,212,Generous,single
B7,9,9,2,245,Geek,single
B8,7,5,2,253,Generous,single
B9,3,3,1,168,Geek,single
B10,10,1,4,398,Generous,single
B11,4,7,3,136,Generous,single
B12,1,2,2,187,Miser,single
B13,8,5,2,144,Generous,single
B14,10,9,1,202,Geek,single
B15,10,3,4,181,Miser,single
B16,1,1,3,450,Miser,single
B17,10,5,2,367,Miser,single
B18,10,7,3,108,Generous,single
B19,8,2,1,487,Geek,single
B20,1,8,3,189,Generous,single
B21,7,5,2,138,Miser,single
B22,8,9,4,357,Miser,single
B23,2,5,2,226,Geek,single
B24,4,4,3,143,Miser,single
B25,7,5,4,468,Miser,single
B26,1,5,3,413,Geek,single
B27,1,2,3,339,Generous,single
B28,1,9,3,167,Generous,single
B29,4,4,1,119,Generous,single
B30,3,1,4,121,Miser,single
B31,4,4,1,323,Generous,single
B32,1,6,1,366,Miser,single
B33,7,10,1,329,Geek,single
B34,1,4,2,117,Geek,single
B35,4,1,4,483,Geek,single
B36,6,1,3,214,Geek,single
B37,7,2,2,152,Miser,single
B38,10,7,3,232,Generous,single
B39,10,8,3,399,Generous,single
B40,6,8,2,299,Generous,single
B41,6,3,1,252,Miser,single
B42,6,8,2,134,Miser,single
B43,5,4,4,430,Geek,single
B44,1,4,4,228,Geek,single
B45,3,10,2,330,Miser,single
B46,8,2,3,424,Geek,single
B47,9,10,3,191,Geek,single
B48,2,4,1,354,Geek,single
B49,8,1,1,398,Miser,single
B50,6,3,4,292,Miser,single
B51,3,3,2,476,Geek,single
B52,3,4,3,398,Generous,single
B53,8,9,3,430,Geek,single
B54,4,10,3,362,Miser,single
B55,5,3,4,217,Geek,single
B56,6,10,2,141,Miser,single
B57,6,10,2,141,Generous,single
B58,7,9,2,435,Geek,single
B59,9,8,3,245,Geek,single
B60,2,10,1,238,Miser,single
B61,5,9,4,212,Miser,single
B62,10,6,4,291,Generous,single
B63,5,2,2,374,Miser,single
B64,3,4,2,233,Geek,single
B65,8,6,2,249,Generous,single
B66,5,5,4,311,Miser,single
B67,8,8,3,159,Geek,single
B68,2,2,4,496,Miser,single
B69,4,4,2,187,Generous,single
