B0,3,4,1,410,Generous,single
B1,5,2,2,458,Generous,single
B2,5,9,3,229,Geek,single
B3,10,3,3,333,Generous,single
B4,9,4,2,281,Miser,single
B5,9,7,3,108,Geek,single
B6,3,2,3,238,Miser,single
B7,9,4,2,323,Miser,single
B8,6,7,2,427,Miser,single
B9,8,1,1,447,Generous,single
B10,4,10,1,397,Geek,single
B11,1,10,4,320,Miser,single
B12,5,8,3,191,Generous,single
B13,8,4,1,435,Miser,single
B14,6,8,2,268,Generous,single
B15,3,6,4,196,Generous,single
B16,1,10,2,136,Geek,single
B17,10,9,2,121,Generous,single
B18,9,5,2,454,Generous,single
B19,9,9,2,289,Miser,single
B20,7,3,2,203,Generous,single
B21,1,4,4,290,Generous,single
B22,4,2,2,376,Geek,single
B23,1,10,3,106,Geek,single
B24,4,3,2,157,Miser,single
B25,8,3,2,404,Miser,single
B26,3,2,4,193,Geek,single
B27,9,2,2,148,Geek,single
B28,8,1,1,310,Generous,single
B29,6,6,4,470,Geek,single
B30,4,8,4,194,Generous,single
B31,2,8,2,328,Miser,single
B32,8,10,1,401,Miser,single
B33,10,6,3,319,Miser,single
B34,1,9,3,399,Generous,single
B35,10,4,3,223,Generous,single
B36,7,1,2,266,Generous,single
B37,4,5,3,348,Generous,single
B38,1,3,4,220,Geek,single
B39,1,1,3,165,Geek,single
B40,2,5,1,415,Geek,single
B41,6,2,1,119,Miser,single
B42,8,5,4,450,Miser,single
B43,8,9,4,199,Miser,single
B44,7,3,2,432,Geek,single
B45,5,6,3,305,Geek,single
B46,8,9,4,424,Generous,single
B47,7,7,3,406,Generous,single
B48,6,10,2,208,Geek,single
B49,2,1,3,474,Geek,single
B50,2,4,4,267,Geek,single
B51,5,2,4,402,Miser,single
B52,9,7,2,274,Miser,single
B53,2,9,1,372,Geek,single
B54,7,4,4,296,Generous,single
B55,5,4,2,256,Geek,single
B56,2,1,4,238,Geek,single
B57,6,4,1,245,Miser,single
B58,5,1,4,493,Miser,single
B59,10,4,2,198,Miser,single
B60,4,10,1,298,Generous,single
B61,2,6,4,290,Geek,single
B62,9,4,1,460,Geek,single
B63,5,4,1,362,Generous,single
B64,3,9,4,145,Geek,single
B65,6,4,2,181,Generous,single
B66,1,9,3,168,Miser,single
B67,7,5,1,167,Miser,single
B68,4,9,4,160,Geek,single
B69,4,5,4,280,Geek,single
