G0,7,5,1,260,normal,single
G1,8,2,3,277,Desperate,single
G2,8,1,2,871,normal,single
G3,2,9,4,613,choosy,single
G4,9,8,4,662,normal,single
G5,9,3,4,317,Desperate,single
G6,5,8,1,168,normal,single
G7,3,2,1,620,normal,single
G8,10,5,2,561,choosy,single
G9,7,6,4,570,choosy,single
G10,1,3,4,351,choosy,single
G11,6,5,2,232,Desperate,single
G12,6,10,1,154,choosy,single
G13,4,4,3,587,normal,single
G14,4,9,2,634,Desperate,single
G15,3,2,1,118,Desperate,single
G16,6,9,1,267,normal,single
G17,2,3,4,258,Desperate,single
G18,6,6,2,690,choosy,single
G19,5,7,4,857,Desperate,single
G20,4,8,4,613,choosy,single
G21,4,10,3,889,choosy,single
G22,4,2,1,498,choosy,single
G23,8,2,2,486,Desperate,single
G24,5,9,3,498,Desperate,single
G25,7,1,2,610,Desperate,single
G26,8,1,4,261,normal,single
G27,9,6,4,537,Desperate,single
G28,9,3,3,345,Desperate,single
G29,5,1,4,377,normal,single
G30,4,8,1,862,normal,single
G31,2,8,1,739,Desperate,single
G32,10,2,3,185,normal,single
G33,10,2,1,536,choosy,single
G34,3,4,1,705,choosy,single
G35,2,8,2,611,choosy,single
G36,5,9,1,327,Desperate,single
G37,8,8,2,486,choosy,single
G38,4,3,2,304,Desperate,single
G39,9,10,1,749,Desperate,single
G40,8,5,2,387,Desperate,single
G41,5,5,2,524,normal,single
G42,8,2,1,817,Desperate,single
G43,2,8,2,524,normal,single
G44,6,5,3,309,Desperate,single
G45,3,2,4,134,choosy,single
G46,9,1,1,763,choosy,single
G47,4,5,3,575,normal,single
G48,10,6,4,198,Desperate,single
G49,3,6,1,722,normal,single
