        Compatible couple   
B15-------------------G32
            gifts exchanged          
1 , 43 , Utility
2 , 20 , Essential
4 , 31 , Luxury
6 , 50 , Utility
10 , 112 , Utility
11 , 74 , Utility
11 , 47 , Luxury
13 , 68 , Utility
15 , 27 , Essential
15 , 87 , Utility
18 , 100 , Utility
18 , 38 , Essential
19 , 47 , Essential
19 , 55 , Utility
20 , 100 , Utility
24 , 3 , Utility
25 , 14 , Essential
30 , 30 , Utility
B4-------------------G18
            gifts exchanged          
1 , 43 , Utility
2 , 20 , Essential
4 , 31 , Luxury
6 , 50 , Utility
10 , 112 , Utility
11 , 74 , Utility
11 , 47 , Luxury
13 , 68 , Utility
15 , 27 , Essential
15 , 87 , Utility
18 , 100 , Utility
18 , 38 , Essential
19 , 47 , Essential
19 , 55 , Utility
20 , 100 , Utility
24 , 3 , Utility
25 , 14 , Essential
B17-------------------G13
            gifts exchanged          
1 , 43 , Utility
2 , 20 , Essential
4 , 31 , Luxury
6 , 50 , Utility
10 , 112 , Utility
11 , 74 , Utility
11 , 47 , Luxury
13 , 68 , Utility
15 , 27 , Essential
15 , 87 , Utility
18 , 100 , Utility
18 , 38 , Essential
19 , 47 , Essential
19 , 55 , Utility
20 , 100 , Utility
24 , 3 , Utility
25 , 14 , Essential
30 , 30 , Utility
30 , 54 , Utility
30 , 10 , Utility
32 , 68 , Utility
32 , 61 , Luxury
33 , 8 , Utility
B29-------------------G10
            gifts exchanged          
1 , 43 , Utility
2 , 20 , Essential
4 , 31 , Luxury
6 , 50 , Utility
10 , 112 , Utility
11 , 74 , Utility
11 , 47 , Luxury
13 , 68 , Utility
15 , 27 , Essential
15 , 87 , Utility
18 , 100 , Utility
18 , 38 , Essential
19 , 47 , Essential
19 , 55 , Utility
20 , 100 , Utility
24 , 3 , Utility
25 , 14 , Essential
30 , 30 , Utility
30 , 54 , Utility
30 , 10 , Utility
32 , 68 , Utility
32 , 61 , Luxury
33 , 8 , Utility
B8-------------------G25
            gifts exchanged          
1 , 43 , Utility
2 , 20 , Essential
4 , 31 , Luxury
6 , 50 , Utility
10 , 112 , Utility
11 , 74 , Utility
11 , 47 , Luxury
13 , 68 , Utility
15 , 27 , Essential
15 , 87 , Utility
18 , 100 , Utility
18 , 38 , Essential
19 , 47 , Essential
B7-------------------G22
            gifts exchanged          
1 , 43 , Utility
2 , 20 , Essential
4 , 31 , Luxury
6 , 50 , Utility
10 , 112 , Utility
11 , 74 , Utility
11 , 47 , Luxury
13 , 68 , Utility
15 , 27 , Essential
15 , 87 , Utility
18 , 100 , Utility
18 , 38 , Essential
19 , 47 , Essential
19 , 55 , Utility
20 , 100 , Utility
24 , 3 , Utility
25 , 14 , Essential
B13-------------------G27
            gifts exchanged          
1 , 43 , Utility
2 , 20 , Essential
4 , 31 , Luxury
6 , 50 , Utility
10 , 112 , Utility
11 , 74 , Utility
11 , 47 , Luxury
13 , 68 , Utility
15 , 27 , Essential
15 , 87 , Utility
18 , 100 , Utility
18 , 38 , Essential
19 , 47 , Essential
19 , 55 , Utility
20 , 100 , Utility
24 , 3 , Utility
25 , 14 , Essential
30 , 30 , Utility
30 , 54 , Utility
30 , 10 , Utility
B21-------------------G38
            gifts exchanged          
1 , 43 , Utility
2 , 20 , Essential
4 , 31 , Luxury
6 , 50 , Utility
10 , 112 , Utility
11 , 74 , Utility
11 , 47 , Luxury
13 , 68 , Utility
15 , 27 , Essential
15 , 87 , Utility
18 , 100 , Utility
18 , 38 , Essential
19 , 47 , Essential
19 , 55 , Utility
20 , 100 , Utility
24 , 3 , Utility
25 , 14 , Essential
30 , 30 , Utility
30 , 54 , Utility
