B0,is assinged to,G0
B2,is assinged to,G1
B4,is assinged to,G2
B1,is assinged to,G3
B8,is assinged to,G5
B3,is assinged to,G6
B5,is assinged to,G9
B6,is assinged to,G10
B13,is assinged to,G12
B7,is assinged to,G14
B9,is assinged to,G20
B15,is assinged to,G21
B17,is assinged to,G22
B10,is assinged to,G24
B20,is assinged to,G27
B30,is assinged to,G30
B21,is assinged to,G31
B22,is assinged to,G32
B18,is assinged to,G34
B16,is assinged to,G38
B28,is assinged to,G40
B12,is assinged to,G41
B39,is assinged to,G43
B19,is assinged to,G44
B24,is assinged to,G47
