B0,1,10,4,265,Generous,single
B1,8,6,1,497,Miser,single
B2,9,2,4,316,Geek,single
B3,9,4,2,383,Miser,single
B4,2,1,2,212,Generous,single
B5,2,3,2,313,Miser,single
B6,5,1,4,313,Miser,single
B7,5,4,1,371,Geek,single
B8,7,6,1,365,Generous,single
B9,9,3,2,436,Generous,single
B10,1,7,2,248,Geek,single
B11,5,6,3,384,Generous,single
B12,5,2,2,200,Miser,single
B13,9,9,2,328,Miser,single
B14,9,5,3,365,Miser,single
B15,5,1,1,245,Generous,single
B16,5,1,2,362,Generous,single
B17,3,1,1,301,Miser,single
B18,8,2,2,222,Generous,single
B19,2,3,4,421,Geek,single
B20,4,4,2,251,Miser,single
B21,7,9,3,109,Geek,single
B22,5,6,2,278,Generous,single
B23,10,3,1,369,Generous,single
B24,1,5,1,116,Geek,single
B25,6,9,1,196,Miser,single
B26,1,10,2,157,Generous,single
B27,10,8,4,304,Generous,single
B28,9,10,1,178,Miser,single
B29,9,9,1,145,Generous,single
B30,8,10,2,482,Miser,single
B31,5,9,2,472,Miser,single
B32,4,1,3,162,Geek,single
B33,1,2,1,228,Generous,single
B34,7,7,2,450,Generous,single
B35,2,6,4,147,Generous,single
B36,8,2,4,387,Geek,single
B37,2,5,4,206,Generous,single
B38,1,7,1,350,Geek,single
B39,9,3,4,235,Geek,single
B40,7,2,4,376,Geek,single
B41,10,7,2,421,Generous,single
B42,1,2,3,202,Generous,single
B43,1,8,2,383,Geek,single
B44,7,1,2,229,Miser,single
B45,6,5,3,222,Miser,single
B46,1,9,3,313,Miser,single
B47,1,4,2,141,Generous,single
B48,9,1,2,285,Generous,single
B49,4,8,1,274,Miser,single
B50,5,7,4,259,Geek,single
B51,10,8,2,150,Miser,single
B52,9,7,3,331,Generous,single
B53,9,6,1,250,Geek,single
B54,4,2,2,495,Generous,single
B55,9,1,3,205,Miser,single
B56,10,4,4,294,Geek,single
B57,3,9,3,99,Generous,single
B58,7,7,3,314,Generous,single
B59,1,2,3,265,Generous,single
B60,7,6,1,412,Generous,single
B61,7,6,4,379,Miser,single
B62,8,7,2,302,Generous,single
B63,9,9,2,127,Generous,single
B64,4,9,3,121,Generous,single
B65,4,7,1,227,Geek,single
B66,5,6,3,172,Generous,single
B67,9,9,2,281,Miser,single
B68,9,3,1,493,Miser,single
B69,6,1,1,156,Miser,single
