happiness            compatibility
0,                15
0,                8
0,                10
0,                7
0,                8
0,                10
0,                9
0,                10
0,                12
0,                5
0,                7
1,                3
1,                4
4,                10
8,                14
9,                6
11,                4
33,                10
43,                9
61,                4
70,                4
76,                10
88,                6
94,                7
167,                2
183,                3
