B1,is boyfriend of,G0
B2,is boyfriend of,G1
B0,is boyfriend of,G3
B3,is boyfriend of,G4
B5,is boyfriend of,G6
B6,is boyfriend of,G7
B7,is boyfriend of,G9
B9,is boyfriend of,G11
B8,is boyfriend of,G12
B30,is boyfriend of,G13
B11,is boyfriend of,G14
B31,is boyfriend of,G15
B19,is boyfriend of,G20
B34,is boyfriend of,G21
B41,is boyfriend of,G24
B12,is boyfriend of,G25
B14,is boyfriend of,G29
B54,is boyfriend of,G30
B68,is boyfriend of,G31
B16,is boyfriend of,G32
B10,is boyfriend of,G34
B13,is boyfriend of,G35
B15,is boyfriend of,G37
B17,is boyfriend of,G39
B22,is boyfriend of,G41
B18,is boyfriend of,G45
