G0,6,5,1,171,choosy,single
G1,1,4,4,401,normal,single
G2,6,9,4,278,Desperate,single
G3,6,2,1,514,normal,single
G4,10,3,2,296,choosy,single
G5,9,4,1,280,Desperate,single
G6,1,6,4,586,choosy,single
G7,3,7,1,600,choosy,single
G8,10,8,4,266,normal,single
G9,8,5,2,155,choosy,single
G10,6,9,2,803,normal,single
G11,3,4,2,684,Desperate,single
G12,3,7,4,539,normal,single
G13,6,3,1,128,Desperate,single
G14,9,4,4,105,choosy,single
G15,10,8,3,896,choosy,single
G16,7,8,2,595,Desperate,single
G17,9,9,3,430,Desperate,single
G18,10,3,3,359,choosy,single
G19,6,1,4,587,normal,single
G20,3,3,4,366,Desperate,single
G21,8,4,2,765,choosy,single
G22,3,8,1,188,normal,single
G23,7,1,3,764,normal,single
G24,9,7,4,108,choosy,single
G25,4,6,3,684,Desperate,single
G26,3,3,3,766,choosy,single
G27,10,7,3,701,choosy,single
G28,4,7,4,583,choosy,single
G29,7,6,2,814,choosy,single
G30,1,1,3,266,choosy,single
G31,8,1,4,818,choosy,single
G32,3,9,1,334,Desperate,single
G33,6,9,2,225,choosy,single
G34,2,6,1,871,Desperate,single
G35,5,4,1,636,choosy,single
G36,3,2,2,383,Desperate,single
G37,10,3,3,668,Desperate,single
G38,1,4,2,377,Desperate,single
G39,2,10,4,190,normal,single
G40,8,9,3,513,Desperate,single
G41,3,10,2,772,Desperate,single
G42,10,3,1,706,Desperate,single
G43,4,8,4,858,choosy,single
G44,5,6,4,896,Desperate,single
G45,7,7,4,443,choosy,single
G46,5,9,1,626,choosy,single
G47,4,4,3,537,normal,single
G48,8,1,2,611,normal,single
G49,3,5,4,405,Desperate,single
