B0,3,2,3,178,Generous,single
B1,1,2,2,343,Geek,single
B2,3,6,2,382,Generous,single
B3,1,8,4,335,Generous,single
B4,8,10,1,360,Miser,single
B5,2,2,3,183,Miser,single
B6,10,8,4,424,Geek,single
B7,2,8,3,202,Miser,single
B8,5,1,1,210,Geek,single
B9,6,3,4,218,Generous,single
B10,1,8,4,174,Miser,single
B11,3,4,3,162,Miser,single
B12,1,4,4,173,Miser,single
B13,9,9,1,414,Miser,single
B14,4,1,4,461,Miser,single
B15,8,4,3,432,Geek,single
B16,8,6,1,421,Geek,single
B17,8,10,1,468,Generous,single
B18,3,10,2,452,Generous,single
B19,3,3,2,284,Generous,single
B20,8,4,4,155,Miser,single
B21,10,9,3,127,Geek,single
B22,1,10,3,163,Miser,single
B23,8,10,2,450,Miser,single
B24,2,4,4,481,Geek,single
B25,1,3,1,433,Generous,single
B26,8,10,1,237,Geek,single
B27,7,1,2,351,Miser,single
B28,8,9,2,186,Generous,single
B29,2,2,1,178,Miser,single
B30,6,3,3,487,Miser,single
B31,3,3,4,131,Generous,single
B32,6,8,4,283,Miser,single
B33,9,6,2,409,Miser,single
B34,3,6,3,247,Miser,single
B35,2,1,2,429,Miser,single
B36,4,2,2,365,Generous,single
B37,7,1,4,337,Geek,single
B38,3,5,2,102,Geek,single
B39,7,3,2,451,Generous,single
B40,1,10,2,217,Miser,single
B41,10,2,1,438,Generous,single
B42,4,8,3,303,Miser,single
B43,2,2,2,488,Generous,single
B44,1,10,2,235,Geek,single
B45,9,2,3,438,Miser,single
B46,6,6,3,335,Miser,single
B47,3,7,2,308,Generous,single
B48,2,3,1,193,Generous,single
B49,4,4,3,225,Geek,single
B50,10,10,2,387,Generous,single
B51,6,5,3,192,Geek,single
B52,5,7,4,282,Geek,single
B53,9,3,3,298,Miser,single
B54,8,8,1,382,Generous,single
B55,9,5,3,231,Generous,single
B56,7,4,4,407,Geek,single
B57,7,6,3,388,Geek,single
B58,2,2,2,113,Miser,single
B59,9,6,4,135,Miser,single
B60,7,10,3,254,Miser,single
B61,5,5,1,278,Miser,single
B62,4,7,1,145,Generous,single
B63,1,1,2,286,Generous,single
B64,8,7,2,418,Miser,single
B65,4,4,1,152,Geek,single
B66,3,9,3,261,Miser,single
B67,6,7,4,366,Geek,single
B68,7,5,1,445,Generous,single
B69,7,9,1,340,Geek,single
