B4,is boyfriend of,G1
B0,is boyfriend of,G2
B5,is boyfriend of,G3
B2,is boyfriend of,G6
B7,is boyfriend of,G9
B13,is boyfriend of,G10
B11,is boyfriend of,G14
B17,is boyfriend of,G17
B1,is boyfriend of,G18
B9,is boyfriend of,G19
B19,is boyfriend of,G21
B26,is boyfriend of,G22
B10,is boyfriend of,G23
B21,is boyfriend of,G25
B12,is boyfriend of,G26
B31,is boyfriend of,G28
B6,is boyfriend of,G29
B20,is boyfriend of,G31
B37,is boyfriend of,G32
B23,is boyfriend of,G33
B28,is boyfriend of,G39
B16,is boyfriend of,G40
B44,is boyfriend of,G41
B24,is boyfriend of,G45
B22,is boyfriend of,G48
