B0,is boyfriend to,G2
B1,is boyfriend to,G3
B5,is boyfriend to,G5
B2,is boyfriend to,G6
B6,is boyfriend to,G10
B7,is boyfriend to,G11
B10,is boyfriend to,G13
B9,is boyfriend to,G14
B3,is boyfriend to,G15
B16,is boyfriend to,G16
B54,is boyfriend to,G21
B12,is boyfriend to,G22
B17,is boyfriend to,G23
B20,is boyfriend to,G24
B21,is boyfriend to,G27
B8,is boyfriend to,G29
B22,is boyfriend to,G30
B4,is boyfriend to,G35
B24,is boyfriend to,G38
B13,is boyfriend to,G39
B25,is boyfriend to,G40
B23,is boyfriend to,G41
B27,is boyfriend to,G42
B28,is boyfriend to,G44
