G0,3,8,1,562,normal,single
G1,1,3,3,228,normal,single
G2,9,10,3,670,Desperate,single
G3,8,10,3,335,Desperate,single
G4,3,9,1,507,choosy,single
G5,1,8,1,166,choosy,single
G6,1,6,1,481,normal,single
G7,10,4,3,380,Desperate,single
G8,8,6,4,547,normal,single
G9,8,10,4,682,Desperate,single
G10,7,10,4,147,choosy,single
G11,2,7,4,697,normal,single
G12,10,7,2,595,normal,single
G13,9,5,3,183,normal,single
G14,5,6,4,667,Desperate,single
G15,6,8,3,116,normal,single
G16,4,5,1,454,choosy,single
G17,7,5,1,531,normal,single
G18,3,8,2,822,normal,single
G19,8,5,1,218,choosy,single
G20,5,5,3,416,normal,single
G21,3,3,3,717,normal,single
G22,2,9,1,450,normal,single
G23,1,7,2,282,normal,single
G24,5,3,3,806,Desperate,single
G25,4,8,2,117,Desperate,single
G26,9,2,3,558,Desperate,single
G27,3,1,1,840,choosy,single
G28,10,4,3,573,normal,single
G29,7,6,4,841,Desperate,single
G30,7,10,2,857,normal,single
G31,10,6,3,540,normal,single
G32,7,6,4,416,choosy,single
G33,6,7,3,268,choosy,single
G34,7,1,4,743,choosy,single
G35,7,9,3,407,normal,single
G36,8,10,3,761,normal,single
G37,7,8,2,436,choosy,single
G38,1,10,4,323,Desperate,single
G39,8,8,1,545,choosy,single
G40,2,5,4,897,normal,single
G41,2,4,3,256,normal,single
G42,4,4,3,814,normal,single
G43,4,8,2,113,normal,single
G44,5,9,4,724,Desperate,single
G45,9,5,4,677,Desperate,single
G46,3,9,4,550,normal,single
G47,9,4,1,138,choosy,single
G48,2,7,1,684,choosy,single
G49,10,9,4,131,Desperate,single
