B0,5,1,4,247,Geek,single
B1,4,9,1,285,Miser,single
B2,5,1,2,437,Miser,single
B3,3,3,2,474,Miser,single
B4,10,7,2,465,Geek,single
B5,6,7,4,197,Miser,single
B6,6,8,3,307,Generous,single
B7,1,3,4,257,Geek,single
B8,5,6,1,368,Generous,single
B9,9,2,4,414,Miser,single
B10,8,7,4,399,Generous,single
B11,9,1,1,139,Generous,single
B12,10,5,4,446,Generous,single
B13,3,8,3,337,Geek,single
B14,5,6,2,348,Geek,single
B15,6,7,3,210,Miser,single
B16,2,4,2,232,Miser,single
B17,4,4,4,136,Geek,single
B18,4,1,2,143,Geek,single
B19,7,5,4,114,Miser,single
B20,2,3,3,235,Miser,single
B21,4,7,4,416,Miser,single
B22,10,9,4,383,Geek,single
B23,3,8,4,439,Geek,single
B24,8,2,4,360,Miser,single
B25,9,1,3,167,Geek,single
B26,7,5,2,183,Miser,single
B27,6,5,4,194,Generous,single
B28,8,4,1,497,Geek,single
B29,7,9,2,447,Generous,single
B30,3,9,3,127,Geek,single
B31,10,2,4,356,Generous,single
B32,7,8,2,123,Generous,single
B33,3,10,4,442,Generous,single
B34,7,2,4,423,Generous,single
B35,6,7,3,402,Geek,single
B36,8,3,3,490,Miser,single
B37,7,2,4,332,Generous,single
B38,2,5,4,285,Generous,single
B39,5,3,3,304,Geek,single
B40,5,1,4,376,Generous,single
B41,1,2,4,157,Miser,single
B42,7,6,4,403,Miser,single
B43,9,5,3,263,Generous,single
B44,7,3,3,223,Geek,single
B45,6,7,2,405,Generous,single
B46,3,5,3,251,Miser,single
B47,8,7,3,384,Geek,single
B48,8,3,3,122,Geek,single
B49,10,7,4,303,Miser,single
B50,8,1,1,475,Miser,single
B51,5,3,4,246,Miser,single
B52,2,10,4,185,Geek,single
B53,9,9,3,167,Geek,single
B54,1,8,1,201,Generous,single
B55,4,5,4,121,Generous,single
B56,3,10,1,427,Generous,single
B57,2,6,4,252,Geek,single
B58,8,10,2,336,Miser,single
B59,9,5,1,214,Generous,single
B60,6,1,3,178,Generous,single
B61,7,9,3,480,Geek,single
B62,9,1,3,266,Generous,single
B63,8,10,4,320,Geek,single
B64,5,7,1,467,Geek,single
B65,8,8,3,243,Generous,single
B66,9,9,1,277,Generous,single
B67,10,10,4,491,Geek,single
B68,3,2,4,276,Miser,single
B69,1,3,1,380,Miser,single
